"narr86","nfarr86","nparr86","pcnv","avgsen","tottime","ptime86","qemp86","inc86","durat","black","hispan","born60","pcnvsq","pt86sq","inc86sq"
0,0,0,0.569999992847443,0,0,0,0,0,1,0,0,1,0.32490000128746,0,0
0,0,0,0.25,0,0,0,4,230.800003051758,0,0,0,1,0.0625,0,53268.640625
0,0,0,0.5,0,0,0,4,180.300003051758,0,0,0,1,0.25,0,32508.091796875
0,0,0,1,0,0,0,3,68.9000015258789,0,0,0,1,1,0,4747.21044921875
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0.28999999165535,0,0,11,0,0,0,0,0,1,0.0840999931097031,121,0
0,0,0,0.5,0,0,0,2,21.2999992370605,0,0,0,1,0.25,0,453.689971923828
0,0,0,1,0,0,0,4,128.899993896484,0,0,0,1,1,0,16615.208984375
0,0,0,0.170000001788139,0,0,0,3,28.2999992370605,0,0,1,0,0.0289000011980534,0,800.889953613281
0,0,0,0,0,0,0,4,81,0,0,1,0,0,0,6561
4,0,0,0.360000014305115,0,0,3,0,0,8,0,1,1,0.129600003361702,9,0
0,0,0,0.5,0,0,0,3,111.199996948242,2,0,0,1,0.25,0,12365.439453125
0,0,0,0.5,0,0,0,3,40.5,3,0,1,1,0.25,0,1640.25
0,0,0,0.28999999165535,0,0,0,4,56.7000007629395,0,0,0,1,0.0840999931097031,0,3214.89013671875
2,2,0,0.5,0,0,0,3,20,0,0,1,1,0.25,0,400
0,0,0,0.330000013113022,0,0,0,4,141.300003051758,0,0,0,1,0.108900010585785,0,19965.69140625
0,0,0,1,0,0,0,4,78.8000030517578,0,0,1,1,1,0,6209.4404296875
1,1,1,0.6700000166893,0,0,0,1,5.30000019073486,1,1,0,1,0.448900014162064,0,28.0900020599365
0,0,0,0.5,0,0,0,4,25.6000003814697,0,0,0,0,0.25,0,655.360046386719
0,0,0,0,0,0,0,4,229.199996948242,0,0,0,1,0,0,52532.63671875
0,0,0,1,0,0,0,4,37.7000007629395,0,0,0,1,1,0,1421.2900390625
0,0,0,0.6700000166893,0,0,0,4,224.699996948242,0,0,0,1,0.448900014162064,0,50490.08984375
0,0,0,0.5,0,0,0,1,14.6999998092651,0,0,0,1,0.25,0,216.089996337891
0,0,0,0,0,0,0,4,94.8000030517578,0,0,0,1,0,0,8987.041015625
0,0,0,0.360000014305115,0,0,0,2,28.6000003814697,2,0,0,1,0.129600003361702,0,817.960021972656
0,0,0,0.109999999403954,0,0,0,3,27.8999996185303,0,0,0,1,0.0120999999344349,0,778.409973144531
0,0,0,0.5,15.6999998092651,15.6999998092651,0,3,70,0,0,0,1,0.25,0,4900
0,0,0,0.25,0,0,0,4,98.9000015258789,0,0,0,1,0.0625,0,9781.2099609375
0,0,0,0.330000013113022,11.6999998092651,11.6999998092651,2,3.40000009536743,64.3000030517578,0,0,0,0,0.108900010585785,4,4134.490234375
0,0,0,0.330000013113022,0,0,0,3,54.7999992370605,1,0,0,1,0.108900010585785,0,3003.03979492188
0,0,0,0,0,0,0,4,219.199996948242,0,0,0,1,0,0,48048.63671875
0,0,0,0.419999986886978,0,0,0,0,0,2,0,1,1,0.176399990916252,0,0
0,0,0,0.5,0,0,0,4,89.8000030517578,0,0,1,1,0.25,0,8064.04052734375
0,0,0,0,0,0,0,2,1.29999995231628,1,1,0,1,0,0,1.68999981880188
0,0,0,0,0,0,0,4,44.4000015258789,0,1,0,0,0,0,1971.36010742188
2,0,0,0.25,0,0,0,3,51.4000015258789,2,1,0,0,0.0625,0,2641.96020507812
0,0,0,0,0,0,12,0,0,0,1,0,0,0,144,0
1,0,0,0.5,0,0,0,2,51.7000007629395,1,0,0,1,0.25,0,2672.89013671875
0,0,0,0.330000013113022,0,0,0,0,0,2,0,0,1,0.108900010585785,0,0
0,0,0,0.600000023841858,0,0,0,4,135.699996948242,0,0,1,1,0.360000014305115,0,18414.48828125
2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0.330000013113022,0,0,0,2,35.4000015258789,0,0,0,1,0.108900010585785,0,1253.16015625
1,1,0,1,0,0,0,3,8.60000038146973,0,1,0,1,1,0,73.9600067138672
0,0,0,1,0,0,0,0,0,8,0,0,1,1,0,0
0,0,0,0,0,0,0,3,69.8000030517578,0,0,0,1,0,0,4872.04052734375
1,1,1,0.200000002980232,0,0,0,4,77.5999984741211,0,0,0,0,0.0400000028312206,0,6021.759765625
1,1,0,0,0,0,0,1,2.40000009536743,0,1,0,1,0,0,5.76000022888184
0,0,0,1,0,0,0,4,159.5,0,0,0,1,1,0,25440.25
0,0,0,0.540000021457672,7.09999990463257,21.2999992370605,12,0,0,0,1,0,1,0.2916000187397,144,0
0,0,0,0.330000013113022,0,0,0,1,4,0,0,0,1,0.108900010585785,0,16
0,0,0,0,0,0,0,4,159.899993896484,0,0,0,1,0,0,25568.0078125
0,0,0,0.5,0,0,0,4,98.3000030517578,0,0,1,1,0.25,0,9662.890625
2,2,0,0,0,0,0,4,54.9000015258789,0,0,1,1,0,0,3014.01025390625
0,0,0,1,0,0,0,4,166.399993896484,0,0,1,1,1,0,27688.95703125
1,0,1,1,0,0,0,4,74.9000015258789,0,1,0,1,1,0,5610.01025390625
2,0,0,0.75,16.1000003814697,16.1000003814697,1,0,0,2,0,0,0,0.5625,1,0
0,0,0,0,0,0,0,4,114.099998474121,0,0,1,1,0,0,13018.8095703125
0,0,0,1,0,0,0,2,1.79999995231628,2,1,0,1,1,0,3.23999977111816
2,1,0,0.5,0,0,0,1,1.5,1,1,0,1,0.25,0,2.25
0,0,0,0.330000013113022,0,0,0,4,120.199996948242,0,1,0,1,0.108900010585785,0,14448.0390625
0,0,0,0.600000023841858,0,0,0,3,32,0,1,0,1,0.360000014305115,0,1024
0,0,0,0,0,0,0,4,61,0,0,0,1,0,0,3721
0,0,0,0.5,0,0,0,3,81.3000030517578,0,0,1,0,0.25,0,6609.6904296875
1,1,0,0,0,0,0,1,16.8999996185303,0,0,0,1,0,0,285.609985351562
0,0,0,0.560000002384186,0,0,0,4,55.7000007629395,0,0,1,1,0.31360000371933,0,3102.48999023438
0,0,0,0,0,0,0,4,81.3000030517578,0,1,0,1,0,0,6609.6904296875
2,2,0,0.569999992847443,0,0,4,0,0,5,1,0,1,0.32490000128746,16,0
0,0,0,0.330000013113022,0,0,0,4,78.5,0,0,1,1,0.108900010585785,0,6162.25
1,0,0,0.600000023841858,11.8000001907349,11.8000001907349,0,2,45.5999984741211,7,0,1,1,0.360000014305115,0,2079.35986328125
0,0,0,1,0,0,0,1,15.6000003814697,4,0,0,1,1,0,243.360015869141
3,3,1,0.5,0,0,0,0,0,11,1,0,1,0.25,0,0
2,2,1,0.75,0,0,0,0,0,18,0,0,1,0.5625,0,0
0,0,0,0.6700000166893,0,0,12,0,0,0,0,0,1,0.448900014162064,144,0
0,0,0,0.25,0,0,12,0,0,0,1,0,1,0.0625,144,0
3,3,3,1,0,0,0,1,0,2,1,0,1,1,0,0
0,0,0,1,0,0,0,4,48.9000015258789,0,1,0,1,1,0,2391.21020507812
0,0,0,0,0,0,0,4,339.700012207031,0,0,0,1,0,0,115396.1015625
0,0,0,1,0,0,0,4,129.699996948242,0,0,0,1,1,0,16822.08984375
0,0,0,0.5,17.7000007629395,35.4000015258789,2,0,0,5,1,0,1,0.25,4,0
0,0,0,0.5,0,0,0,4,188.600006103516,0,0,0,1,0.25,0,35569.9609375
0,0,0,1,0,0,0,4,123.099998474121,0,0,0,1,1,0,15153.609375
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,0,4,227.600006103516,0,0,0,1,1,0,51801.76171875
0,0,0,0,0,0,0,4,183.199996948242,0,0,0,1,0,0,33562.23828125
1,0,0,1,0,0,0,3,53.5,0,0,0,1,1,0,2862.25
0,0,0,0,0,0,0,4,103,0,1,0,1,0,0,10609
0,0,0,1,0,0,0,4,109.699996948242,0,0,0,1,1,0,12034.0888671875
0,0,0,0,0,0,0,4,44,0,0,1,1,0,0,1936
3,2,2,0.379999995231628,16,32,2,1,0.899999976158142,1,1,0,1,0.144400000572205,4,0.809999942779541
0,0,0,1,0,0,0,4,190.699996948242,0,0,1,1,1,0,36366.48828125
0,0,0,1,0,0,0,2,37.2999992370605,0,1,0,1,1,0,1391.28991699219
0,0,0,0,0,0,0,2,33,5,0,1,1,0,0,1089
0,0,0,0.439999997615814,0,0,0,2,9.19999980926514,3,0,0,1,0.193599998950958,0,84.6399993896484
0,0,0,0.25,0,0,0,0,0,9,0,0,1,0.0625,0,0
0,0,0,0,0,0,0,4,271.700012207031,0,0,0,1,0,0,73820.8984375
0,0,0,0,0,0,0,4,170.199996948242,0,1,0,1,0,0,28968.0390625
0,0,0,0.379999995231628,40.5,40.5,11,0,0,3.29999995231628,0,0,1,0.144400000572205,121,0
0,0,0,0.5,0,0,0,3,47.5,0,0,0,1,0.25,0,2256.25
0,0,0,0.5,0,0,0,3,58.9000015258789,0,1,0,1,0.25,0,3469.21020507812
0,0,0,1,0,0,0,4,155.800003051758,0,0,1,1,1,0,24273.640625
1,0,0,0.5,18.8999996185303,18.8999996185303,0,2,5.09999990463257,0,0,1,0,0.25,0,26.0099983215332
0,0,0,0.5,0,0,0,1,0.300000011920929,15,0,0,1,0.25,0,0.0900000035762787
1,1,0,0.379999995231628,0,0,0,0,0,23,1,0,1,0.144400000572205,0,0
0,0,0,0,0,0,0,3,29.2999992370605,0,0,0,1,0,0,858.489929199219
0,0,0,0,0,0,0,2,22.7000007629395,2,0,0,1,0,0,515.2900390625
0,0,0,0,0,0,0,4,200.399993896484,0,0,0,1,0,0,40160.15625
0,0,0,0.600000023841858,0,0,0,2,74.4000015258789,1,0,0,1,0.360000014305115,0,5535.3603515625
2,0,0,0,12.1000003814697,24.2000007629395,0,2,2.09999990463257,0,1,0,0,0,0,4.40999937057495
0,0,0,0.310000002384186,4,4,0,0,0,4.69999980926514,1,0,0,0.0961000025272369,0,0
0,0,0,0.330000013113022,0,0,0,4,73.0999984741211,0,0,0,1,0.108900010585785,0,5343.60986328125
0,0,0,1,0,0,0,2,30,2,0,0,1,1,0,900
0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
1,0,0,1,0,0,0,3,46.2000007629395,0,0,0,1,1,0,2134.44018554688
2,1,2,0.200000002980232,0,0,0,2,14.6999998092651,1,0,1,1,0.0400000028312206,0,216.089996337891
0,0,0,0.330000013113022,0,0,0,4,67.3000030517578,0,0,0,1,0.108900010585785,0,4529.29052734375
0,0,0,0.400000005960464,3.5,7,0,0,0,5,0,0,1,0.160000011324883,0,0
0,0,0,0.330000013113022,0,0,0,1,3.29999995231628,9,0,0,1,0.108900010585785,0,10.8899993896484
0,0,0,1,0,0,0,4,231,0,0,0,0,1,0,53361
0,0,0,0,0,0,0,3,13.8999996185303,1,0,0,0,0,0,193.209991455078
0,0,0,0.6700000166893,0,0,0,3,30.2000007629395,1,0,0,1,0.448900014162064,0,912.0400390625
1,1,0,0.330000013113022,0,0,0,4,145.100006103516,0,0,1,1,0.108900010585785,0,21054.01171875
0,0,0,0,0,0,0,4,259.299987792969,0,0,1,1,0,0,67236.484375
0,0,0,0,0,0,0,4,93,0,0,0,1,0,0,8649
0,0,0,0.5,0,0,0,3,34.7999992370605,0,0,0,1,0.25,0,1211.03991699219
0,0,0,0.639999985694885,12.5,12.5,12,0,0,0,0,1,1,0.409599989652634,144,0
0,0,0,0,0,0,0,4,179,0,0,1,1,0,0,32041
0,0,0,0.330000013113022,47.0999984741211,47.0999984741211,12,0,0,0,1,0,1,0.108900010585785,144,0
0,0,0,1,0,0,0,2,57.2000007629395,15,0,0,1,1,0,3271.84008789062
0,0,0,1,0,0,0,4,51.7999992370605,0,0,0,1,1,0,2683.23999023438
0,0,0,0.75,0,0,0,2,27.1000003814697,2,0,0,1,0.5625,0,734.410034179688
1,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0
0,0,0,0.25,0,0,0,4,72.1999969482422,0,0,1,0,0.0625,0,5212.83935546875
0,0,0,0.6700000166893,0,0,0,4,107.800003051758,0,1,0,1,0.448900014162064,0,11620.8408203125
0,0,0,1,0,0,0,3,37.5,1,0,1,1,1,0,1406.25
0,0,0,0.330000013113022,0,0,0,0,0,2,0,0,1,0.108900010585785,0,0
0,0,0,0,0,0,0,1,10.8000001907349,0,0,0,1,0,0,116.640007019043
0,0,0,0,0,0,0,4,197.5,0,0,0,1,0,0,39006.25
1,1,0,0.200000002980232,0,0,0,4,170.699996948242,0,0,1,1,0.0400000028312206,0,29138.48828125
0,0,0,0.25,0,0,0,0,0,5,1,0,1,0.0625,0,0
0,0,0,1,0,0,0,2,12.6999998092651,0,0,0,0,1,0,161.289993286133
0,0,0,0.400000005960464,0,0,0,0,0,25,0,1,0,0.160000011324883,0,0
0,0,0,1,0,0,0,4,232.300003051758,0,0,0,1,1,0,53963.29296875
1,1,0,0.569999992847443,0,0,0,0,0,7,0,0,1,0.32490000128746,0,0
0,0,0,1,0,0,0,2,42,1,0,0,1,1,0,1764
0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0
0,0,0,1,0,0,0,3,132.899993896484,0,0,0,1,1,0,17662.408203125
0,0,0,0,0,0,0,4,114.599998474121,0,1,0,1,0,0,13133.1591796875
0,0,0,0.6700000166893,0,0,0,0,0,21,0,0,0,0.448900014162064,0,0
1,0,0,0.600000023841858,8.30000019073486,8.30000019073486,0,3,5.5,0,0,0,0,0.360000014305115,0,30.25
0,0,0,0.5,0,0,0,4,97.1999969482422,0,0,0,0,0.25,0,9447.83984375
0,0,0,1,0,0,0,3,33.9000015258789,0,0,1,1,1,0,1149.21008300781
0,0,0,1,0,0,0,4,115.599998474121,0,0,0,1,1,0,13363.359375
0,0,0,0.140000000596046,0,0,0,0,0,17,1,0,1,0.0196000002324581,0,0
0,0,0,1,0,0,0,4,169,0,0,0,1,1,0,28561
0,0,0,0.5,0,0,0,2,0.899999976158142,4,0,0,1,0.25,0,0.809999942779541
0,0,0,0.5,0,0,0,1,3.70000004768372,5,0,1,1,0.25,0,13.6900005340576
1,1,0,0.200000002980232,0,0,0,0,0,1,0,0,1,0.0400000028312206,0,0
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0.430000007152557,0,0,0,0,0,2,0,1,1,0.184900000691414,0,0
1,0,0,0.300000011920929,5.59999990463257,11.1999998092651,6,1,11.8999996185303,0,1,0,1,0.0900000035762787,36,141.609985351562
0,0,0,0,0,0,0,4,149.899993896484,0,0,0,1,0,0,22470.0078125
0,0,0,0,0,0,0,1,7.30000019073486,0,0,0,1,0,0,53.2900009155273
0,0,0,1,0,0,0,4,93.5999984741211,0,0,0,1,1,0,8760.9599609375
0,0,0,0.6700000166893,0,0,0,2,33.5999984741211,3,0,0,1,0.448900014162064,0,1128.95983886719
0,0,0,0,0,0,0,2,65.5999984741211,1,0,0,1,0,0,4303.35986328125
1,1,0,0.5,0,0,0,0,0,1,0,0,1,0.25,0,0
0,0,0,0.6700000166893,0,0,0,4,88.5,0,0,1,1,0.448900014162064,0,7832.25
0,0,0,0.6700000166893,7.09999990463257,7.09999990463257,0,0,0,9,0,0,0,0.448900014162064,0,0
0,0,0,1,0,0,0,2,43.5,0,0,0,1,1,0,1892.25
0,0,0,0,0,0,0,3,27,0,0,0,1,0,0,729
2,0,2,1,0,0,0,1,8.80000019073486,1,0,0,1,1,0,77.4400024414062
1,1,1,0.28999999165535,0,0,0,0,0,5,0,1,1,0.0840999931097031,0,0
0,0,0,1,0,0,0,3,90.5,5,0,0,1,1,0,8190.25
0,0,0,1,0,0,0,2,40.7000007629395,0,0,0,1,1,0,1656.49011230469
1,0,1,0.5,0,0,0,4,43,0,0,0,1,0.25,0,1849
0,0,0,0,0,0,0,1,7.69999980926514,1,0,0,1,0,0,59.2899971008301
0,0,0,0.400000005960464,0,0,0,4,7.09999990463257,0,0,0,1,0.160000011324883,0,50.4099998474121
2,1,2,0.200000002980232,0,0,0,0,0,6,1,0,0,0.0400000028312206,0,0
0,0,0,0.400000005960464,0,0,0,0,0,7,1,0,0,0.160000011324883,0,0
0,0,0,0,0,0,0,4,111.800003051758,0,1,0,1,0,0,12499.240234375
0,0,0,1,0,0,0,1,1.5,25,0,0,1,1,0,2.25
0,0,0,0,0,0,0,4,227.5,0,0,1,1,0,0,51756.25
1,1,0,0,0,0,0,4,90.5,0,0,0,1,0,0,8190.25
0,0,0,0,0,0,0,1,4.30000019073486,0,1,0,1,0,0,18.4900016784668
0,0,0,0,0,0,0,4,108.599998474121,0,0,1,1,0,0,11793.9599609375
0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0
1,1,0,0.330000013113022,0,0,0,2,7.19999980926514,6,0,0,1,0.108900010585785,0,51.8399963378906
0,0,0,1,0,0,0,1,35.0999984741211,0,0,0,1,1,0,1232.00988769531
0,0,0,0,0,0,0,2,25.1000003814697,0,0,0,1,0,0,630.010009765625
0,0,0,0.419999986886978,0,0,0,1,0.100000001490116,0,0,0,1,0.176399990916252,0,0.0100000007078052
0,0,0,0.25,0,0,0,2,19.1000003814697,7,0,0,0,0.0625,0,364.810028076172
0,0,0,0.330000013113022,9.89999961853027,9.89999961853027,0,4,70.1999969482422,0,1,0,0,0.108900010585785,0,4928.03955078125
1,0,0,0,39,39,0,2,6.5,2,0,0,0,0,0,42.25
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0,0,0,0,2,53.7999992370605,7,0,0,1,0,0,2894.43994140625
0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
0,0,0,0.5,0,0,0,0,0,9,1,0,0,0.25,0,0
0,0,0,0.569999992847443,9.69999980926514,29.1000003814697,12,0,0,0,0,0,0,0.32490000128746,144,0
0,0,0,0.330000013113022,0,0,0,2,1.29999995231628,5,0,0,1,0.108900010585785,0,1.68999981880188
0,0,0,1,0,0,0,4,136.699996948242,0,0,0,1,1,0,18686.888671875
0,0,0,0.5,0,0,0,4,140.5,0,0,0,1,0.25,0,19740.25
1,1,0,0.6700000166893,0,0,0,4,162.899993896484,0,0,1,1,0.448900014162064,0,26536.408203125
2,1,0,0,0,0,0,1,2.90000009536743,2,0,0,1,0,0,8.41000080108643
0,0,0,0.25,0,0,0,1,2.5,1,0,0,1,0.0625,0,6.25
3,2,0,0.419999986886978,0,0,0,0,0,5,1,0,1,0.176399990916252,0,0
0,0,0,0.639999985694885,0,0,0,4,48.5999984741211,0,1,0,0,0.409599989652634,0,2361.9599609375
1,1,0,0.560000002384186,0,0,0,0,0,9,0,0,1,0.31360000371933,0,0
0,0,0,0.5,0,0,0,2,32.2000007629395,0,0,0,1,0.25,0,1036.84008789062
0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,0
0,0,0,0.430000007152557,0,0,0,3,21,0,0,1,1,0.184900000691414,0,441
0,0,0,0.5,0,0,0,4,21.1000003814697,0,0,0,1,0.25,0,445.210021972656
0,0,0,0.330000013113022,0,0,0,1,4.59999990463257,0,0,0,0,0.108900010585785,0,21.1599998474121
1,1,1,0,0,0,0,4,54.7999992370605,0,1,0,1,0,0,3003.03979492188
1,1,0,0.75,0,0,0,4,27.2999992370605,0,0,0,0,0.5625,0,745.289978027344
1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
1,1,0,0.200000002980232,11.8999996185303,11.8999996185303,0,0,0,9,0,0,0,0.0400000028312206,0,0
0,0,0,0.6700000166893,0,0,0,2,5.59999990463257,1,1,0,0,0.448900014162064,0,31.3599987030029
0,0,0,0,0,0,0,4,54.7000007629395,0,0,0,1,0,0,2992.09008789062
0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0
0,0,0,1,0,0,0,4,147.199996948242,0,0,0,1,1,0,21667.83984375
1,0,0,0.5,0,0,0,1,1.79999995231628,7,0,1,0,0.25,0,3.23999977111816
1,0,0,1,0,0,0,4,101.599998474121,0,0,0,0,1,0,10322.5595703125
0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0
0,0,0,0,0,0,0,3,44.2000007629395,0,0,1,1,0,0,1953.64001464844
2,1,1,0.629999995231628,0,0,0,0,0,2,0,1,1,0.396899998188019,0,0
1,1,0,1,0,0,0,2,6.80000019073486,0,0,1,0,1,0,46.2400016784668
0,0,0,1,0,0,0,4,107.699996948242,0,0,0,1,1,0,11599.2890625
0,0,0,1,0,0,0,0,0,6,0,0,1,1,0,0
0,0,0,0.5,0,0,0,4,156.5,0,0,0,1,0.25,0,24492.25
0,0,0,0,0,0,0,3,63.9000015258789,0,0,0,0,0,0,4083.21020507812
0,0,0,1,0,0,0,4,93.6999969482422,0,0,0,1,1,0,8779.689453125
1,0,0,0.400000005960464,0,0,0,0,0,1,1,0,1,0.160000011324883,0,0
1,1,1,0.5,0,0,0,2,11.8999996185303,0,0,1,0,0.25,0,141.609985351562
0,0,0,0.330000013113022,4.30000019073486,12.8999996185303,0,0,0,5,0,0,0,0.108900010585785,0,0
0,0,0,0.200000002980232,0,0,0,0,0,5,0,0,0,0.0400000028312206,0,0
0,0,0,1,0,0,0,4,143.600006103516,0,0,0,0,1,0,20620.9609375
1,1,0,0.25,13.3000001907349,13.3000001907349,1,0,0,19.3999996185303,0,0,0,0.0625,1,0
1,1,0,1,0,0,0,0,0,17,0,1,1,1,0,0
0,0,0,1,0,0,0,4,238.100006103516,0,0,0,0,1,0,56691.61328125
0,0,0,0.330000013113022,0,0,0,1,10.1000003814697,0,1,0,0,0.108900010585785,0,102.010009765625
1,1,1,0.330000013113022,0,0,0,1,4.09999990463257,4,1,0,0,0.108900010585785,0,16.8099994659424
1,0,0,0,0,0,0,2,18.7000007629395,1,0,0,0,0,0,349.690032958984
2,1,0,0,0,0,0,4,215.199996948242,0,1,0,1,0,0,46311.0390625
2,2,1,0.170000001788139,0,0,0,0,0,2,0,0,0,0.0289000011980534,0,0
1,1,0,0.6700000166893,0,0,0,1,0.699999988079071,1,0,1,0,0.448900014162064,0,0.489999979734421
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,0,0,1,0,0,0,4,99.6999969482422,0,0,0,1,1,0,9940.08984375
0,0,0,0.5,0,0,0,0,0,2,0,0,0,0.25,0,0
0,0,0,0.5,0,0,0,3,76.5999984741211,0,0,0,0,0.25,0,5867.5595703125
0,0,0,1,0,0,0,4,87.4000015258789,0,0,0,1,1,0,7638.76025390625
0,0,0,0.28999999165535,0,0,0,0,0,18,0,0,0,0.0840999931097031,0,0
0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
0,0,0,0,0,0,0,2,15.5,2,0,0,1,0,0,240.25
0,0,0,0.25,0,0,0,0,0,2,0,0,0,0.0625,0,0
1,1,1,0.140000000596046,0,0,0,0,0,9,0,0,0,0.0196000002324581,0,0
0,0,0,1,0,0,0,4,157.199996948242,0,0,0,1,1,0,24711.83984375
0,0,0,0.5,0,0,0,4,106.400001525879,0,0,0,0,0.25,0,11320.9599609375
0,0,0,0,0,0,0,3,46.2000007629395,0,0,0,0,0,0,2134.44018554688
0,0,0,0,0,0,0,3,60.9000015258789,0,0,0,1,0,0,3708.81030273438
0,0,0,0,0,0,0,4,152.899993896484,0,0,0,0,0,0,23378.408203125
1,1,1,0,0,0,0,3,34,0,0,0,1,0,0,1156
0,0,0,0.5,0,0,0,4,66.6999969482422,0,0,1,0,0.25,0,4448.8896484375
1,0,0,0.600000023841858,0,0,0,2,63.4000015258789,0,0,1,0,0.360000014305115,0,4019.56030273438
0,0,0,0,0,0,0,3,37.2999992370605,6,0,0,1,0,0,1391.28991699219
2,1,0,0.800000011920929,0,0,0,2,25.8999996185303,2,0,0,0,0.64000004529953,0,670.809997558594
0,0,0,0.629999995231628,5.5,5.5,0,4,124.800003051758,0,1,0,0,0.396899998188019,0,15575.041015625
0,0,0,0,0,0,0,3,81.3000030517578,0,0,0,0,0,0,6609.6904296875
0,0,0,1,0,0,0,2,23.5,0,0,0,0,1,0,552.25
0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,1089
0,0,0,1,0,0,0,4,114.599998474121,0,0,0,1,1,0,13133.1591796875
1,1,1,0.25,0,0,0,0,0,14,0,1,0,0.0625,0,0
1,1,0,0,0,0,0,4,29.2999992370605,0,0,0,0,0,0,858.489929199219
0,0,0,0,0,0,0,3,23.7000007629395,0,0,1,1,0,0,561.690063476562
0,0,0,0.5,0,0,0,1,3.29999995231628,1,0,1,0,0.25,0,10.8899993896484
0,0,0,1,0,0,0,1,1.5,2,0,0,0,1,0,2.25
0,0,0,0,0,0,0,4,39.5999984741211,0,1,0,0,0,0,1568.15991210938
0,0,0,0.400000005960464,0,0,0,3,44.2999992370605,0,0,1,1,0.160000011324883,0,1962.48999023438
0,0,0,0,0,0,0,4,49.0999984741211,0,0,0,1,0,0,2410.80981445312
0,0,0,0,0,0,0,4,159.5,0,0,1,0,0,0,25440.25
0,0,0,0.6700000166893,0,0,0,4,52.7000007629395,0,0,0,0,0.448900014162064,0,2777.2900390625
0,0,0,0.25,0,0,0,0,0,8,1,0,0,0.0625,0,0
0,0,0,0.5,0,0,0,3,90,1,0,0,0,0.25,0,8100
1,1,0,1,0,0,0,1,12.1000003814697,0,1,0,0,1,0,146.410003662109
2,2,2,0.28999999165535,0,0,2,1,15.8999996185303,13,0,0,0,0.0840999931097031,4,252.809982299805
0,0,0,1,0,0,0,4,47.7999992370605,0,0,0,0,1,0,2284.83984375
0,0,0,0,0,0,0,2,7.90000009536743,24,0,0,1,0,0,62.4099998474121
0,0,0,0.400000005960464,0,0,0,1,1,0,0,0,0,0.160000011324883,0,1
0,0,0,1,0,0,0,4,229.800003051758,0,0,0,1,1,0,52808.04296875
0,0,0,1,0,0,0,3,20.2999992370605,0,0,0,0,1,0,412.089965820312
5,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0
3,1,3,0.379999995231628,0,0,0,2,25.6000003814697,0,0,1,0,0.144400000572205,0,655.360046386719
0,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2,2,1,0.419999986886978,0,0,2,0,0,12,1,0,0,0.176399990916252,4,0
0,0,0,0.5,0,0,0,4,119.5,0,0,1,1,0.25,0,14280.25
0,0,0,0.28999999165535,0,0,0,1,1.60000002384186,13,0,1,1,0.0840999931097031,0,2.56000018119812
0,0,0,0.170000001788139,0,0,0,0,0,5,0,1,1,0.0289000011980534,0,0
0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0
0,0,0,1,0,0,0,0,0,7,0,0,1,1,0,0
0,0,0,0,0,0,0,4,180.100006103516,0,0,0,0,0,0,32436.01171875
0,0,0,0,0,0,0,4,37.4000015258789,0,0,0,0,0,0,1398.76013183594
0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
0,0,0,0,0,0,0,4,102.5,0,0,0,1,0,0,10506.25
2,2,0,0.360000014305115,0,0,0,1,13.1000003814697,0,0,1,0,0.129600003361702,0,171.610015869141
0,0,0,0,0,0,0,4,87,0,0,1,1,0,0,7569
0,0,0,0.6700000166893,0,0,0,4,65.8000030517578,0,0,0,1,0.448900014162064,0,4329.640625
0,0,0,0,0,0,0,2,98.1999969482422,24,0,0,1,0,0,9643.2392578125
0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
4,2,0,0.25,20.6000003814697,41.2000007629395,2,0,0,3,0,1,0,0.0625,4,0
0,0,0,0.379999995231628,0,0,0,1,6.90000009536743,5,1,0,1,0.144400000572205,0,47.6100006103516
0,0,0,0,0,0,0,4,144.5,0,0,1,0,0,0,20880.25
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0.5,0,0,0,0,0,7,1,0,1,0.25,0,0
1,1,0,0,0,0,0,4,7.90000009536743,0,0,1,1,0,0,62.4099998474121
